Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year,Pens Missed,Short Pass Missed,Medium Pass Missed,Long Pass Missed,Tackles Lost,Challenges Lost,Take Ons Lost,Shots Missed Target,Shots on Target Missed Goal,Goals per 90,Assists per 90,Goals + Assists per 90,Non Pen Goals per 90,Pens Scored per 90,Pens Attempted per 90,Pens Missed per 90,Prog Carries per 90,Prog Passes per 90,Prog Passes Received per 90,Yellows per 90,Reds per 90,xG per 90,Non Pen xG per 90,xAG per 90,Non Pen xG + xA per 90,Shots per 90,Shots on Target per 90,Shots Missed Target per 90,Shots on Target Missed Goal per 90,Non Pen xG per Shot per 90,Goals minus xG per 90,Non Pen Goals minus Non Pen xG per 90,Short Pass per 90,Short Pass Attempted per 90,Short Pass Missed per 90,Medium Pass per 90,Medium Pass Attempted per 90,Medium Pass Missed per 90,Long Pass per 90,Long Pass Attempted per 90,Long Pass Missed per 90,xA per 90,Assists minus xAG per 90,Key Passes per 90,Pass into final third per 90,Pass into Pen Area per 90,Cross into Pen Area per 90,Shot Creation Actions per 90,Goal Creation Actions per 90,Tackles per 90,Tackles in Def 3rd per 90,Tackles Won per 90,Tackles Lost per 90,Dribblers Tackled per 90,Dribbles Challenged per 90,Challenges Lost per 90,Blocked Shots per 90,Blocked Passes per 90,Interceptions per 90,Clearances per 90,Errors per 90,Touches in Attacking Third per 90,Touches in Pen Area per 90,Take Ons Attempted per 90,Take Ons Won per 90,Take Ons Lost per 90,Carries per 90,Carries into Final Third per 90,Carries into Penalty Area per 90,Miscontrols per 90,Dispossessed per 90,Goals whilst on Pitch per 90,Goals Conceded whilst on Pitch per 90,xG whilst on Pitch per 90,xG Conceded whilst on Pitch per 90,Fouls Comitted per 90,Fouls Drawn per 90,Offsides per 90,Penalties Won per 90,Penalties Conceded per 90,Own Goals per 90,Recoveries per 90,Aerial Duels Won per 90,Aerial Duels Lost per 90
Lucas Bergvall,Tottenham,1212.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,49.0,31.0,3.0,0.0,0.7,0.7,0.6,1.3,12.0,2.0,0.06,-0.7,-0.7,295.0,321.0,264.0,294.0,53.0,71.0,0.8,0.4,11.0,53.0,7.0,3.0,22.0,4.0,39.0,14.0,19.0,17.0,32.0,8.0,10.0,24.0,22.0,3.0,232.0,22.0,45.0,21.0,531.0,21.0,4.0,20.0,19.0,1.11,29.0,25.0,20.9,24.4,0.5,-0.22,20.0,17.0,0.0,0.0,0.0,0.0,73.0,9.0,8.0,2024-2025,0.0,26.0,30.0,18.0,20.0,15.0,24.0,10.0,2.0,0.0,0.07425742574257425,0.07425742574257425,0.0,0.0,0.0,0.0,2.4504950495049505,3.6386138613861383,2.3019801980198022,0.22277227722772278,0.0,0.05198019801980198,0.05198019801980198,0.04455445544554455,0.09653465346534654,0.8910891089108911,0.1485148514851485,0.7425742574257425,0.1485148514851485,0.004455445544554455,-0.05198019801980198,-0.05198019801980198,21.905940594059405,23.83663366336634,1.9306930693069306,19.603960396039604,21.831683168316832,2.227722772277228,3.935643564356436,5.272277227722772,1.3366336633663365,0.0594059405940594,0.0297029702970297,0.8168316831683169,3.935643564356436,0.5198019801980198,0.22277227722772278,1.6336633663366338,0.297029702970297,2.896039603960396,1.0396039603960396,1.4108910891089108,1.485148514851485,1.2623762376237624,2.376237623762376,1.113861386138614,0.594059405940594,0.7425742574257425,1.7821782178217822,1.6336633663366338,0.22277227722772278,17.22772277227723,1.6336633663366338,3.3415841584158414,1.5594059405940595,1.7821782178217822,39.43069306930693,1.5594059405940595,0.297029702970297,1.485148514851485,1.4108910891089108,2.1534653465346536,1.8564356435643563,1.5519801980198018,1.8118811881188117,1.485148514851485,1.2623762376237624,0.0,0.0,0.0,0.0,5.420792079207921,0.6683168316831682,0.594059405940594
Lucas Digne,Aston Villa,2351.0,0.0,4.0,4.0,0.0,0.0,0.0,23.0,57.0,142.0,4.0,0.0,0.8,0.8,4.7,5.5,13.0,3.0,0.06,-0.8,-0.8,483.0,549.0,389.0,496.0,62.0,155.0,4.0,-0.7,36.0,44.0,30.0,19.0,66.0,5.0,65.0,40.0,38.0,44.0,66.0,4.0,19.0,25.0,89.0,1.0,539.0,28.0,19.0,9.0,683.0,14.0,4.0,17.0,16.0,1.59,34.0,36.0,32.7,34.7,-0.83,-0.75,21.0,16.0,7.0,0.0,0.0,0.0,104.0,37.0,28.0,2024-2025,0.0,66.0,107.0,93.0,27.0,22.0,10.0,10.0,3.0,0.0,0.15312632922160782,0.15312632922160782,0.0,0.0,0.0,0.0,0.880476393024245,2.1820501914079116,5.435984687367078,0.15312632922160782,0.0,0.030625265844321566,0.030625265844321566,0.17992343683538922,0.21054870267971074,0.4976605699702254,0.11484474691620587,0.38281582305401957,0.11484474691620587,0.002296894938324117,-0.030625265844321566,-0.030625265844321566,18.490004253509145,21.016588685665674,2.526584432156529,14.89153551680136,18.98766482347937,4.09612930667801,2.3734581029349213,5.933645257337304,3.5601871544023824,0.15312632922160782,-0.026797107613781367,1.3781369629944704,1.684389621437686,1.1484474691620588,0.7273500638026371,2.526584432156529,0.19140791152700978,2.4883028498511273,1.5312632922160783,1.4547001276052742,1.0336027222458528,1.684389621437686,2.526584432156529,0.842194810718843,0.15312632922160782,0.7273500638026371,0.957039557635049,3.4070608251807744,0.038281582305401955,20.633772862611654,1.0718843045512547,0.7273500638026371,0.3445342407486176,0.38281582305401957,26.146320714589535,0.5359421522756274,0.15312632922160782,0.6507868991918332,0.6125053168864313,1.3015737983836664,1.3781369629944704,1.251807741386644,1.328370905997448,0.8039132284134411,0.6125053168864313,0.2679710761378137,0.0,0.0,0.0,3.981284559761803,1.4164185452998723,1.0718843045512547
Lucas Paquetá,West Ham,2380.0,4.0,0.0,4.0,2.0,2.0,2.0,26.0,155.0,85.0,10.0,0.0,5.3,3.7,3.1,6.8,39.0,3.0,0.1,-1.3,-1.7,590.0,700.0,389.0,494.0,119.0,184.0,3.3,-3.1,36.0,132.0,44.0,4.0,82.0,6.0,66.0,25.0,37.0,27.0,55.0,4.0,25.0,18.0,37.0,6.0,454.0,59.0,47.0,21.0,921.0,34.0,2.0,54.0,51.0,0.94,34.0,50.0,28.7,42.9,-0.61,-0.67,53.0,62.0,6.0,0.0,1.0,0.0,149.0,48.0,57.0,2024-2025,0.0,110.0,105.0,65.0,29.0,28.0,26.0,36.0,-1.0,0.1512605042016807,0.0,0.1512605042016807,0.07563025210084034,0.07563025210084034,0.07563025210084034,0.0,0.9831932773109243,5.8613445378151265,3.214285714285714,0.37815126050420167,0.0,0.2004201680672269,0.13991596638655462,0.11722689075630252,0.2571428571428571,1.4747899159663866,0.11344537815126052,1.361344537815126,-0.03781512605042017,0.003781512605042017,-0.04915966386554622,-0.06428571428571428,22.3109243697479,26.47058823529412,4.159663865546219,14.710084033613446,18.680672268907564,3.9705882352941178,4.5,6.957983193277311,2.457983193277311,0.12478991596638656,-0.11722689075630252,1.361344537815126,4.991596638655462,1.6638655462184875,0.1512605042016807,3.100840336134454,0.22689075630252103,2.495798319327731,0.9453781512605043,1.3991596638655461,1.096638655462185,1.0210084033613445,2.0798319327731094,1.0588235294117647,0.1512605042016807,0.9453781512605043,0.680672268907563,1.3991596638655461,0.22689075630252103,17.168067226890756,2.23109243697479,1.7773109243697478,0.7941176470588235,0.9831932773109243,34.82773109243698,1.2857142857142856,0.07563025210084034,2.042016806722689,1.9285714285714286,1.2857142857142856,1.8907563025210086,1.0852941176470587,1.6222689075630252,2.004201680672269,2.3445378151260505,0.22689075630252103,0.0,0.03781512605042017,0.0,5.634453781512605,1.8151260504201683,2.15546218487395
Luis Díaz,Liverpool,2399.0,13.0,5.0,18.0,13.0,0.0,0.0,108.0,110.0,293.0,2.0,0.0,12.0,12.0,5.0,17.1,71.0,30.0,0.17,1.0,1.0,394.0,445.0,254.0,295.0,60.0,74.0,4.5,0.0,56.0,48.0,46.0,6.0,117.0,16.0,39.0,13.0,26.0,15.0,39.0,0.0,19.0,7.0,7.0,1.0,706.0,167.0,116.0,53.0,780.0,55.0,56.0,55.0,49.0,2.25,67.0,21.0,61.2,24.9,1.81,0.71,48.0,31.0,10.0,2.0,0.0,0.0,105.0,13.0,38.0,2024-2025,0.0,51.0,41.0,14.0,13.0,24.0,63.0,41.0,17.0,0.4877032096706961,0.18757815756565235,0.6752813672363485,0.4877032096706961,0.0,0.0,0.0,4.051688203418091,4.126719466444352,10.992080033347229,0.07503126302626094,0.0,0.45018757815756566,0.45018757815756566,0.18757815756565235,0.6415172988745311,2.6636098374322636,1.1254689453939142,1.5381408920383493,0.637765735723218,0.00637765735723218,0.03751563151313047,0.03751563151313047,14.781158816173406,16.69445602334306,1.9132972071696541,9.52897040433514,11.067111296373488,1.5381408920383493,2.2509378907878284,2.776156731971655,0.5252188411838266,0.16882034180908712,0.0,2.1008753647353062,1.8007503126302626,1.7257190496040018,0.22509378907878283,4.389328887036265,0.6002501042100875,1.4631096290120882,0.4877032096706961,0.9754064193413922,0.4877032096706961,0.5627344726969571,1.4631096290120882,0.9003751563151313,0.0,0.7127969987494789,0.2626094205919133,0.2626094205919133,0.03751563151313047,26.486035848270113,6.265110462692789,4.351813255523135,1.9883284701959152,2.36348478532722,29.262192580241766,2.063359733222176,2.1008753647353062,2.063359733222176,1.838265944143393,2.5135473113797415,0.7878282617757398,2.295956648603585,0.9341392246769487,1.8007503126302626,1.1629845769070446,0.3751563151313047,0.07503126302626094,0.0,0.0,3.9391413088786993,0.4877032096706961,1.4255939974989578
Luis Guilherme,West Ham,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,16.0,0.0,0.0,0.4,0.4,0.1,0.5,4.0,1.0,0.1,-0.4,-0.4,37.0,38.0,16.0,18.0,5.0,8.0,0.1,-0.1,3.0,5.0,3.0,2.0,10.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,7.0,3.0,2.0,0.0,41.0,5.0,13.0,7.0,51.0,3.0,1.0,4.0,3.0,0.5,2.0,5.0,2.4,2.6,-1.44,0.26,0.0,4.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2024-2025,0.0,1.0,2.0,3.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4000000000000004,3.0,9.600000000000001,0.0,0.0,0.24000000000000002,0.24000000000000002,0.060000000000000005,0.30000000000000004,2.4000000000000004,0.6000000000000001,1.8,0.6000000000000001,0.060000000000000005,-0.24000000000000002,-0.24000000000000002,22.2,22.8,0.6000000000000001,9.600000000000001,10.799999999999999,1.2000000000000002,3.0,4.800000000000001,1.8,0.060000000000000005,-0.060000000000000005,1.8,3.0,1.8,1.2000000000000002,6.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.0,1.8,1.8,0.0,4.2,1.8,1.2000000000000002,0.0,24.599999999999998,3.0,7.800000000000001,4.2,3.6,30.6,1.8,0.6000000000000001,2.4000000000000004,1.8,1.2000000000000002,3.0,1.44,1.5599999999999998,0.0,2.4000000000000004,0.0,0.0,0.0,0.0,4.2,1.2000000000000002,0.6000000000000001
Luis Sinisterra,Bournemouth,236.0,1.0,1.0,2.0,1.0,0.0,0.0,19.0,6.0,38.0,0.0,0.0,1.2,1.2,1.4,2.6,13.0,6.0,0.09,-0.2,-0.2,44.0,48.0,22.0,32.0,5.0,5.0,1.3,-0.4,9.0,6.0,2.0,2.0,14.0,1.0,7.0,3.0,2.0,0.0,4.0,0.0,3.0,1.0,8.0,0.0,96.0,23.0,20.0,8.0,95.0,6.0,10.0,6.0,3.0,1.25,5.0,4.0,6.5,3.9,0.07,0.62,4.0,2.0,1.0,0.0,0.0,0.0,17.0,3.0,7.0,2024-2025,0.0,4.0,10.0,0.0,5.0,4.0,12.0,7.0,5.0,0.3813559322033898,0.3813559322033898,0.7627118644067796,0.3813559322033898,0.0,0.0,0.0,7.245762711864407,2.288135593220339,14.491525423728813,0.0,0.0,0.45762711864406774,0.45762711864406774,0.5338983050847457,0.9915254237288136,4.9576271186440675,2.288135593220339,2.669491525423729,1.906779661016949,0.034322033898305085,-0.07627118644067797,-0.07627118644067797,16.779661016949152,18.305084745762713,1.5254237288135593,8.389830508474576,12.203389830508474,3.813559322033898,1.906779661016949,1.906779661016949,0.0,0.4957627118644068,-0.15254237288135594,3.4322033898305087,2.288135593220339,0.7627118644067796,0.7627118644067796,5.338983050847458,0.3813559322033898,2.669491525423729,1.1440677966101696,0.7627118644067796,1.906779661016949,0.0,1.5254237288135593,1.5254237288135593,0.0,1.1440677966101696,0.3813559322033898,3.0508474576271185,0.0,36.610169491525426,8.771186440677967,7.627118644067796,3.0508474576271185,4.576271186440678,36.228813559322035,2.288135593220339,3.813559322033898,2.288135593220339,1.1440677966101696,1.906779661016949,1.5254237288135593,2.4788135593220337,1.4872881355932204,1.5254237288135593,0.7627118644067796,0.3813559322033898,0.0,0.0,0.0,6.483050847457627,1.1440677966101696,2.669491525423729
Luke Shaw,Manchester Utd,349.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.0,7.0,1.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.03,0.0,0.0,118.0,127.0,108.0,119.0,20.0,33.0,0.8,-0.7,5.0,20.0,3.0,1.0,10.0,0.0,4.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,7.0,0.0,42.0,4.0,1.0,0.0,226.0,8.0,0.0,2.0,0.0,0.71,3.0,5.0,4.4,3.9,-0.28,0.2,3.0,1.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,2024-2025,0.0,9.0,11.0,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8051575931232093,6.189111747851003,1.8051575931232093,0.25787965616045844,0.0,0.0,0.0,0.1805157593123209,0.1805157593123209,0.25787965616045844,0.0,0.25787965616045844,0.0,0.007736389684813753,0.0,0.0,30.429799426934096,32.750716332378225,2.3209169054441263,27.851002865329512,30.687679083094554,2.836676217765043,5.157593123209169,8.51002865329513,3.35243553008596,0.2063037249283668,-0.1805157593123209,1.2893982808022924,5.157593123209169,0.7736389684813754,0.25787965616045844,2.5787965616045847,0.0,1.0315186246418337,0.5157593123209169,0.7736389684813754,0.25787965616045844,0.5157593123209169,0.5157593123209169,0.0,0.25787965616045844,1.2893982808022924,0.5157593123209169,1.8051575931232093,0.0,10.830945558739254,1.0315186246418337,0.25787965616045844,0.0,0.25787965616045844,58.280802292263616,2.0630372492836675,0.0,0.5157593123209169,0.0,0.7736389684813754,1.2893982808022924,1.1346704871060174,1.005730659025788,0.7736389684813754,0.25787965616045844,0.0,0.0,0.0,0.25787965616045844,2.3209169054441263,0.7736389684813754,0.5157593123209169
Luke Thomas,Leicester City,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,16.0,3.0,0.0,0.4,0.4,0.5,0.9,5.0,0.0,0.07,-0.4,-0.4,245.0,267.0,205.0,251.0,35.0,82.0,0.5,-0.5,9.0,32.0,5.0,2.0,16.0,1.0,31.0,23.0,25.0,21.0,41.0,6.0,9.0,21.0,49.0,1.0,120.0,8.0,6.0,3.0,371.0,8.0,2.0,12.0,4.0,0.57,8.0,23.0,8.2,24.5,0.03,-0.42,16.0,10.0,0.0,0.0,1.0,0.0,42.0,13.0,11.0,2024-2025,0.0,22.0,46.0,47.0,6.0,20.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40540540540540543,3.0,1.2972972972972974,0.24324324324324326,0.0,0.032432432432432434,0.032432432432432434,0.04054054054054054,0.07297297297297298,0.40540540540540543,0.0,0.40540540540540543,0.0,0.005675675675675677,-0.032432432432432434,-0.032432432432432434,19.864864864864863,21.64864864864865,1.7837837837837838,16.62162162162162,20.35135135135135,3.72972972972973,2.8378378378378377,6.648648648648648,3.8108108108108105,0.04054054054054054,-0.04054054054054054,0.7297297297297298,2.5945945945945947,0.40540540540540543,0.16216216216216217,1.2972972972972974,0.08108108108108109,2.5135135135135136,1.864864864864865,2.0270270270270268,0.4864864864864865,1.7027027027027029,3.324324324324324,1.6216216216216217,0.4864864864864865,0.7297297297297298,1.7027027027027029,3.972972972972973,0.08108108108108109,9.72972972972973,0.6486486486486487,0.4864864864864865,0.24324324324324326,0.24324324324324326,30.081081081081077,0.6486486486486487,0.16216216216216217,0.972972972972973,0.32432432432432434,0.6486486486486487,1.864864864864865,0.6648648648648647,1.9864864864864864,1.2972972972972974,0.8108108108108109,0.0,0.0,0.08108108108108109,0.0,3.4054054054054057,1.0540540540540542,0.8918918918918919
Luke Woolfenden,Ipswich Town,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03,0.0,0.0,178.0,184.0,274.0,292.0,39.0,74.0,0.0,0.0,0.0,31.0,0.0,0.0,2.0,0.0,9.0,5.0,6.0,2.0,5.0,14.0,7.0,19.0,76.0,0.0,9.0,3.0,0.0,0.0,368.0,3.0,0.0,4.0,0.0,0.47,12.0,28.0,9.2,25.7,0.0,-0.37,5.0,2.0,1.0,0.0,0.0,0.0,38.0,15.0,15.0,2024-2025,0.0,6.0,18.0,35.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5307497893850043,1.1373209772535806,0.0,0.15164279696714406,0.0,0.0,0.0,0.0,0.0,0.07582139848357203,0.0,0.07582139848357203,0.0,0.002274641954507161,0.0,0.0,13.49620893007582,13.951137320977253,0.45492839090143217,20.775063184498737,22.139848357203032,1.3647851727042966,2.957034540859309,5.61078348778433,2.653748946925021,0.0,0.0,0.0,2.3504633529907326,0.0,0.0,0.15164279696714406,0.0,0.6823925863521483,0.3791069924178601,0.45492839090143217,0.22746419545071608,0.15164279696714406,0.3791069924178601,0.22746419545071608,1.0614995787700086,0.5307497893850043,1.4406065711878684,5.762426284751474,0.0,0.6823925863521483,0.22746419545071608,0.0,0.0,0.0,27.902274641954506,0.22746419545071608,0.0,0.3032855939342881,0.0,0.9098567818028643,2.122999157540017,0.6975568660488626,1.9486099410278013,0.3791069924178601,0.15164279696714406,0.07582139848357203,0.0,0.0,0.0,2.881213142375737,1.1373209772535806,1.1373209772535806
Mads Hermansen,Leicester City,2385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,151.0,155.0,312.0,329.0,191.0,584.0,0.0,0.0,0.0,20.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,13.0,4.0,0.0,0.0,1.0,1.0,734.0,0.0,0.0,1.0,0.0,0.56,23.0,58.0,22.4,54.1,-0.28,-0.54,0.0,3.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,2024-2025,0.0,4.0,17.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.69811320754717,5.849056603773584,0.1509433962264151,11.773584905660377,12.415094339622643,0.6415094339622641,7.207547169811321,22.037735849056606,14.830188679245282,0.0,0.0,0.0,0.7547169811320755,0.03773584905660377,0.0,0.11320754716981131,0.0,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0,0.03773584905660377,0.0,0.49056603773584906,0.1509433962264151,0.0,0.0,0.03773584905660377,0.03773584905660377,0.0,27.698113207547173,0.0,0.0,0.03773584905660377,0.0,0.8679245283018868,2.188679245283019,0.8452830188679245,2.0415094339622644,0.0,0.11320754716981131,0.0,0.0,0.0,0.0,0.6415094339622641,0.1509433962264151,0.03773584905660377
Mads Roerslev,Brentford,1101.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,51.0,54.0,2.0,0.0,0.2,0.2,3.0,3.2,5.0,2.0,0.04,-0.2,-0.2,205.0,233.0,179.0,224.0,27.0,49.0,2.1,-1.0,14.0,37.0,11.0,4.0,21.0,2.0,18.0,14.0,8.0,11.0,28.0,5.0,7.0,4.0,35.0,0.0,146.0,20.0,19.0,7.0,352.0,13.0,0.0,9.0,6.0,1.21,19.0,20.0,20.1,21.1,-0.47,-0.26,6.0,10.0,0.0,0.0,0.0,0.0,39.0,10.0,14.0,2024-2025,0.0,28.0,45.0,22.0,10.0,17.0,12.0,3.0,2.0,0.0,0.16348773841961853,0.16348773841961853,0.0,0.0,0.0,0.0,1.3896457765667576,4.168937329700272,4.4141689373297,0.16348773841961853,0.0,0.01634877384196185,0.01634877384196185,0.24523160762942778,0.2615803814713896,0.40871934604904636,0.16348773841961853,0.24523160762942778,0.16348773841961853,0.0032697547683923707,-0.01634877384196185,-0.01634877384196185,16.757493188010898,19.046321525885556,2.2888283378746594,14.63215258855586,18.310626702997276,3.678474114441417,2.20708446866485,4.005449591280653,1.7983651226158037,0.17166212534059946,-0.08174386920980926,1.1444141689373297,3.0245231607629424,0.8991825613079019,0.32697547683923706,1.7166212534059946,0.16348773841961853,1.4713896457765667,1.1444141689373297,0.6539509536784741,0.8174386920980927,0.8991825613079019,2.2888283378746594,1.3896457765667576,0.40871934604904636,0.5722070844686649,0.32697547683923706,2.861035422343324,0.0,11.93460490463215,1.6348773841961854,1.553133514986376,0.5722070844686649,0.9809264305177111,28.77384196185286,1.0626702997275204,0.0,0.7356948228882834,0.49046321525885556,1.553133514986376,1.6348773841961854,1.6430517711171664,1.7247956403269757,0.49046321525885556,0.8174386920980927,0.0,0.0,0.0,0.0,3.1880108991825615,0.8174386920980927,1.1444141689373297
Malo Gusto,Chelsea,1862.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,119.0,85.0,4.0,0.0,1.7,1.7,1.4,3.1,22.0,4.0,0.08,-1.7,-1.7,585.0,628.0,517.0,585.0,68.0,112.0,1.9,-0.4,22.0,111.0,19.0,7.0,58.0,4.0,45.0,27.0,29.0,25.0,48.0,8.0,21.0,24.0,49.0,5.0,451.0,43.0,16.0,4.0,882.0,36.0,8.0,18.0,17.0,1.66,40.0,26.0,40.5,27.2,0.27,0.24,20.0,20.0,2.0,0.0,0.0,0.0,119.0,9.0,15.0,2024-2025,0.0,43.0,68.0,44.0,16.0,23.0,12.0,18.0,4.0,0.0,0.048335123523093444,0.048335123523093444,0.0,0.0,0.0,0.0,2.4167561761546725,5.75187969924812,4.108485499462943,0.19334049409237378,0.0,0.08216970998925886,0.08216970998925886,0.06766917293233082,0.14983888292158967,1.0633727175080558,0.19334049409237378,0.8700322234156821,0.19334049409237378,0.0038668098818474762,-0.08216970998925886,-0.08216970998925886,28.276047261009666,30.35445757250269,2.0784103114930184,24.989258861439314,28.276047261009666,3.2867883995703546,3.2867883995703546,5.413533834586466,2.1267454350161117,0.09183673469387754,-0.01933404940923738,1.0633727175080558,5.365198711063373,0.9183673469387754,0.3383458646616541,2.80343716433942,0.19334049409237378,2.1750805585392055,1.3050483351235231,1.40171858216971,0.7733619763694951,1.2083780880773363,2.3200859291084854,1.1117078410311492,0.38668098818474755,1.0150375939849623,1.1600429645542427,2.3684210526315788,0.24167561761546724,21.799140708915147,2.0784103114930184,0.7733619763694951,0.19334049409237378,0.5800214822771214,42.63157894736842,1.7400644468313642,0.38668098818474755,0.8700322234156821,0.8216970998925887,1.933404940923738,1.2567132116004298,1.9575725026852848,1.3147153598281418,0.966702470461869,0.966702470461869,0.09667024704618689,0.0,0.0,0.0,5.75187969924812,0.43501611170784105,0.7250268528464018
Manuel Akanji,Manchester City,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,158.0,7.0,3.0,0.0,1.6,1.6,0.4,1.9,15.0,2.0,0.1,-1.6,-1.6,776.0,812.0,757.0,795.0,84.0,113.0,1.3,-0.4,9.0,177.0,11.0,2.0,37.0,3.0,19.0,12.0,12.0,11.0,17.0,8.0,3.0,9.0,64.0,3.0,405.0,19.0,2.0,2.0,1254.0,64.0,0.0,5.0,5.0,2.04,46.0,28.0,43.7,29.1,0.16,0.28,17.0,9.0,0.0,0.0,0.0,0.0,103.0,30.0,33.0,2024-2025,0.0,36.0,38.0,29.0,7.0,6.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0556107249255215,7.060575968222444,0.3128103277060576,0.13406156901688182,0.0,0.07149950347567031,0.07149950347567031,0.01787487586891758,0.08490566037735849,0.6703078450844091,0.08937437934458788,0.5809334657398213,0.08937437934458788,0.004468718967229395,-0.07149950347567031,-0.07149950347567031,34.6772591857001,36.28599801390268,1.608738828202582,33.82820258192652,35.526315789473685,1.6981132075471697,3.7537239324726914,5.049652432969216,1.2959285004965242,0.05809334657398212,-0.01787487586891758,0.4021847070506455,7.909632571996028,0.4915590863952333,0.08937437934458788,1.6534260178748759,0.13406156901688182,0.8490566037735848,0.5362462760675273,0.5362462760675273,0.3128103277060576,0.4915590863952333,0.759682224428997,0.26812313803376364,0.3574975173783515,0.13406156901688182,0.4021847070506455,2.859980139026812,0.13406156901688182,18.098311817279047,0.8490566037735848,0.08937437934458788,0.08937437934458788,0.0,56.0377358490566,2.859980139026812,0.0,0.2234359483614697,0.2234359483614697,2.0556107249255215,1.2512413108242304,1.9528301886792454,1.3003972194637539,0.759682224428997,0.4021847070506455,0.0,0.0,0.0,0.0,4.602780536246276,1.3406156901688182,1.4746772591857
