Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Dejan Kulusevski,Tottenham,2389.0,7.0,4.0,11.0,7.0,0.0,0.0,120.0,124.0,210.0,3.0,0.0,4.2,4.2,6.2,10.4,47.0,17.0,0.09,2.8,2.8,394.0,457.0,203.0,260.0,32.0,79.0,3.9,-2.2,65.0,62.0,52.0,6.0,128.0,9.0,45.0,17.0,23.0,19.0,51.0,5.0,29.0,13.0,10.0,1.0,719.0,158.0,117.0,38.0,823.0,67.0,40.0,77.0,74.0,1.06,50.0,41.0,44.9,43.1,1.21,0.62,48.0,38.0,5.0,0.0,0.0,0.0,121.0,10.0,15.0,2024-2025
Destiny Udogie,Tottenham,1924.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,121.0,94.0,2.0,0.0,0.3,0.3,1.5,1.8,5.0,1.0,0.06,-0.3,-0.3,544.0,597.0,371.0,412.0,26.0,33.0,1.2,-0.5,16.0,89.0,6.0,1.0,36.0,3.0,75.0,42.0,47.0,33.0,48.0,6.0,34.0,22.0,36.0,1.0,389.0,49.0,32.0,13.0,758.0,40.0,12.0,37.0,19.0,1.12,36.0,35.0,34.5,33.3,0.17,0.4,29.0,38.0,3.0,0.0,0.0,1.0,111.0,13.0,13.0,2024-2025
Diego Carlos,Aston Villa,830.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,4.0,1.0,0.16,-0.6,-0.6,138.0,151.0,341.0,362.0,54.0,83.0,0.1,0.0,0.0,23.0,1.0,0.0,4.0,0.0,8.0,6.0,3.0,4.0,6.0,7.0,6.0,5.0,36.0,2.0,15.0,6.0,2.0,2.0,419.0,3.0,0.0,1.0,2.0,1.3,14.0,15.0,13.8,11.8,-0.39,0.08,11.0,1.0,1.0,0.0,0.0,0.0,36.0,11.0,10.0,2024-2025
Diego Gómez,Brighton,516.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,27.0,23.0,0.0,0.0,0.9,0.9,0.7,1.6,9.0,3.0,0.09,0.1,0.1,138.0,159.0,84.0,100.0,14.0,25.0,1.2,-0.7,8.0,14.0,7.0,1.0,19.0,4.0,21.0,11.0,13.0,12.0,22.0,0.0,13.0,8.0,10.0,1.0,109.0,10.0,12.0,6.0,193.0,4.0,0.0,10.0,9.0,1.88,16.0,13.0,14.0,9.1,0.4,0.88,8.0,3.0,1.0,1.0,0.0,0.0,32.0,10.0,4.0,2024-2025
Diogo Dalot,Manchester Utd,2814.0,0.0,3.0,3.0,0.0,0.0,0.0,62.0,103.0,168.0,5.0,0.0,2.0,2.0,2.0,4.1,25.0,5.0,0.08,-2.0,-2.0,694.0,773.0,525.0,641.0,95.0,170.0,2.5,1.0,26.0,61.0,25.0,8.0,74.0,5.0,68.0,40.0,40.0,34.0,52.0,9.0,13.0,37.0,72.0,0.0,566.0,68.0,53.0,27.0,1126.0,37.0,16.0,38.0,21.0,1.15,34.0,45.0,39.9,46.1,-0.5,-0.93,40.0,9.0,4.0,0.0,1.0,0.0,167.0,38.0,21.0,2024-2025
Diogo Jota,Liverpool,1196.0,6.0,3.0,9.0,6.0,0.0,0.0,37.0,34.0,88.0,2.0,0.0,7.9,7.9,1.8,9.8,51.0,13.0,0.16,-1.9,-1.9,113.0,147.0,79.0,104.0,13.0,23.0,1.1,1.2,11.0,29.0,3.0,1.0,37.0,9.0,14.0,2.0,8.0,7.0,19.0,0.0,9.0,8.0,6.0,0.0,259.0,97.0,33.0,11.0,263.0,23.0,21.0,40.0,22.0,2.12,29.0,12.0,28.9,12.0,0.15,0.2,23.0,14.0,1.0,1.0,0.0,0.0,41.0,22.0,32.0,2024-2025
Divin Mubama,Manchester City,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.6,0.0,2.5,1.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-2025
Djed Spence,Tottenham,1792.0,1.0,2.0,3.0,1.0,0.0,0.0,59.0,105.0,70.0,4.0,0.0,0.6,0.6,1.8,2.3,10.0,3.0,0.06,0.4,0.4,585.0,622.0,343.0,400.0,32.0,67.0,1.4,0.2,11.0,78.0,18.0,8.0,29.0,5.0,47.0,25.0,34.0,23.0,30.0,9.0,19.0,21.0,74.0,2.0,309.0,25.0,76.0,38.0,794.0,44.0,7.0,28.0,33.0,1.08,33.0,39.0,28.2,35.3,-0.58,-0.5,21.0,23.0,2.0,0.0,0.0,1.0,109.0,21.0,14.0,2024-2025
Dominic Calvert-Lewin,Everton,1609.0,3.0,1.0,4.0,3.0,0.0,0.0,23.0,20.0,112.0,2.0,0.0,6.7,6.7,0.6,7.4,50.0,19.0,0.14,-3.7,-3.7,130.0,187.0,37.0,63.0,3.0,8.0,0.7,0.4,7.0,20.0,5.0,1.0,26.0,4.0,9.0,1.0,7.0,2.0,6.0,2.0,5.0,7.0,23.0,0.0,265.0,88.0,25.0,10.0,280.0,8.0,17.0,77.0,33.0,1.27,17.0,18.0,18.1,25.1,-0.01,-0.51,27.0,23.0,27.0,0.0,0.0,0.0,35.0,85.0,81.0,2024-2025
Dominic Solanke,Tottenham,2201.0,9.0,3.0,12.0,8.0,1.0,1.0,31.0,47.0,88.0,0.0,0.0,10.9,10.1,2.9,13.1,59.0,24.0,0.17,-1.9,-2.1,154.0,205.0,68.0,87.0,12.0,18.0,1.2,0.1,14.0,28.0,9.0,0.0,37.0,8.0,18.0,1.0,11.0,4.0,16.0,9.0,11.0,1.0,23.0,0.0,288.0,112.0,51.0,17.0,385.0,23.0,14.0,69.0,51.0,0.89,45.0,43.0,40.4,40.6,0.3,0.3,36.0,36.0,5.0,0.0,0.0,1.0,38.0,46.0,60.0,2024-2025
Dominik Szoboszlai,Liverpool,2491.0,6.0,6.0,12.0,6.0,0.0,0.0,72.0,131.0,127.0,6.0,0.0,7.3,7.3,7.4,14.7,67.0,22.0,0.11,-1.3,-1.3,601.0,671.0,366.0,416.0,95.0,133.0,5.9,-1.4,56.0,88.0,33.0,5.0,119.0,16.0,38.0,14.0,20.0,17.0,45.0,5.0,34.0,9.0,19.0,2.0,626.0,104.0,41.0,21.0,805.0,49.0,18.0,37.0,23.0,2.22,60.0,29.0,59.6,27.3,-0.24,0.07,44.0,24.0,4.0,0.0,0.0,0.0,133.0,19.0,23.0,2024-2025
Donyell Malen,Aston Villa,305.0,3.0,0.0,3.0,3.0,0.0,0.0,12.0,6.0,30.0,0.0,0.0,2.2,2.2,0.2,2.4,15.0,9.0,0.14,0.8,0.8,33.0,40.0,14.0,19.0,3.0,7.0,0.2,-0.2,3.0,2.0,2.0,0.0,6.0,0.0,7.0,3.0,4.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,94.0,25.0,11.0,4.0,79.0,7.0,7.0,8.0,7.0,1.93,7.0,6.0,7.0,4.7,0.12,0.57,1.0,5.0,2.0,0.0,0.0,0.0,9.0,4.0,4.0,2024-2025
Dwight McNeil,Everton,1371.0,4.0,6.0,10.0,4.0,0.0,0.0,38.0,69.0,80.0,1.0,0.0,1.1,1.1,5.2,6.3,25.0,10.0,0.04,2.9,2.9,215.0,246.0,165.0,200.0,70.0,136.0,4.3,0.8,37.0,40.0,36.0,10.0,72.0,10.0,13.0,6.0,8.0,9.0,21.0,0.0,7.0,6.0,2.0,1.0,368.0,25.0,45.0,24.0,443.0,34.0,5.0,26.0,33.0,1.29,20.0,24.0,17.5,21.5,-0.35,-0.24,6.0,18.0,1.0,0.0,0.0,0.0,76.0,3.0,17.0,2024-2025
Eberechi Eze,Crystal Palace,2588.0,8.0,8.0,16.0,7.0,1.0,2.0,69.0,97.0,153.0,1.0,0.0,10.5,8.9,6.2,15.1,100.0,27.0,0.09,-2.5,-1.9,380.0,449.0,299.0,365.0,77.0,168.0,4.7,1.8,58.0,49.0,39.0,4.0,135.0,10.0,39.0,14.0,22.0,17.0,36.0,0.0,27.0,11.0,10.0,3.0,597.0,95.0,138.0,67.0,840.0,48.0,22.0,55.0,45.0,1.5,39.0,34.0,45.4,34.5,0.71,0.33,13.0,51.0,9.0,0.0,0.0,0.0,146.0,7.0,37.0,2024-2025
Eddie Nketiah,Crystal Palace,1034.0,3.0,1.0,4.0,3.0,0.0,0.0,41.0,19.0,79.0,6.0,0.0,5.8,5.8,1.7,7.4,43.0,16.0,0.13,-2.8,-2.8,95.0,120.0,60.0,75.0,14.0,20.0,0.9,-0.7,13.0,11.0,5.0,0.0,31.0,3.0,15.0,7.0,8.0,7.0,13.0,1.0,9.0,3.0,12.0,0.0,198.0,67.0,31.0,11.0,246.0,25.0,14.0,34.0,17.0,1.52,15.0,17.0,19.5,13.8,-0.25,0.28,31.0,29.0,5.0,1.0,0.0,0.0,26.0,21.0,38.0,2024-2025
Ederson,Manchester City,2320.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,,0.0,0.0,142.0,142.0,471.0,479.0,194.0,297.0,0.2,2.5,4.0,21.0,1.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,4.0,0.0,0.0,0.0,0.0,654.0,0.0,0.0,1.0,0.0,2.0,49.0,26.0,49.0,28.7,0.48,0.78,1.0,0.0,0.0,0.0,1.0,0.0,42.0,4.0,1.0,2024-2025
Edmond-Paris Maghoma,Brentford,119.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,0.0,0.12,-0.1,-0.1,38.0,40.0,29.0,31.0,6.0,7.0,0.0,-0.1,1.0,2.0,0.0,0.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,27.0,4.0,4.0,3.0,68.0,3.0,1.0,2.0,0.0,1.25,3.0,1.0,2.2,1.8,1.32,0.19,2.0,4.0,0.0,0.0,0.0,0.0,7.0,1.0,3.0,2024-2025
Edson Álvarez,West Ham,1772.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,85.0,18.0,9.0,0.0,0.4,0.4,0.8,1.2,12.0,1.0,0.03,-0.4,-0.4,424.0,475.0,361.0,402.0,66.0,92.0,0.9,0.2,12.0,92.0,12.0,3.0,28.0,2.0,50.0,27.0,27.0,17.0,35.0,8.0,15.0,18.0,46.0,1.0,194.0,12.0,33.0,14.0,687.0,22.0,2.0,27.0,15.0,1.25,19.0,29.0,23.5,29.7,-0.18,0.04,42.0,18.0,4.0,0.0,0.0,0.0,88.0,30.0,23.0,2024-2025
Eiran Cashin,Brighton,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,10.0,13.0,13.0,1.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.4,-9.24,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2024-2025
Elliot Anderson,Nott'ham Forest,2728.0,2.0,6.0,8.0,2.0,0.0,0.0,52.0,143.0,95.0,10.0,0.0,2.1,2.1,3.3,5.4,40.0,7.0,0.05,-0.1,-0.1,572.0,640.0,402.0,496.0,77.0,165.0,3.6,2.7,37.0,121.0,19.0,2.0,87.0,10.0,92.0,54.0,56.0,48.0,111.0,9.0,39.0,31.0,76.0,4.0,547.0,72.0,75.0,36.0,932.0,32.0,21.0,60.0,49.0,1.76,49.0,37.0,35.2,39.3,0.4,-0.22,49.0,58.0,4.0,0.0,0.0,0.0,207.0,56.0,30.0,2024-2025
Emerson Palmieri,West Ham,2113.0,2.0,1.0,3.0,2.0,0.0,0.0,47.0,66.0,83.0,5.0,0.0,2.0,2.0,1.5,3.4,16.0,7.0,0.12,0.0,0.0,515.0,574.0,283.0,348.0,43.0,102.0,2.2,-0.5,16.0,51.0,13.0,5.0,41.0,2.0,60.0,37.0,31.0,27.0,48.0,8.0,24.0,21.0,59.0,0.0,359.0,28.0,30.0,10.0,555.0,25.0,9.0,24.0,7.0,1.16,32.0,41.0,28.0,37.1,0.1,-0.14,25.0,13.0,0.0,0.0,0.0,0.0,84.0,18.0,20.0,2024-2025
Emi Buendía,Aston Villa,98.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,1.0,0.0,0.7,0.7,0.0,0.7,5.0,0.0,0.13,-0.7,-0.7,33.0,36.0,12.0,14.0,1.0,5.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,0.0,6.0,3.0,6.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,31.0,3.0,2.0,0.0,53.0,5.0,0.0,4.0,3.0,2.0,1.0,2.0,1.9,2.0,-1.14,-0.24,4.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2024-2025
Emil Krafth,Newcastle Utd,342.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,2.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.03,0.0,0.0,60.0,74.0,53.0,62.0,7.0,12.0,0.0,-0.1,1.0,6.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,16.0,0.0,28.0,4.0,1.0,0.0,82.0,6.0,0.0,2.0,2.0,1.92,5.0,2.0,4.9,6.5,0.26,-0.98,5.0,2.0,0.0,0.0,0.0,0.0,19.0,8.0,8.0,2024-2025
Emile Smith Rowe,Fulham,2043.0,6.0,3.0,9.0,6.0,0.0,0.0,53.0,126.0,127.0,3.0,0.0,4.5,4.5,1.4,6.0,37.0,11.0,0.12,1.5,1.5,548.0,592.0,330.0,348.0,21.0,29.0,2.0,1.6,24.0,80.0,15.0,1.0,73.0,12.0,31.0,7.0,18.0,8.0,24.0,2.0,20.0,11.0,16.0,0.0,476.0,60.0,35.0,16.0,779.0,40.0,12.0,36.0,18.0,1.38,29.0,28.0,29.5,25.0,0.11,0.38,19.0,14.0,4.0,0.0,0.0,0.0,75.0,6.0,20.0,2024-2025
Emiliano Martínez,Aston Villa,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,0.0,0.0,194.0,198.0,629.0,640.0,268.0,542.0,0.1,-0.5,2.0,27.0,0.0,0.0,6.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,0.0,17.0,6.0,0.0,0.0,1.0,1.0,889.0,0.0,0.0,1.0,0.0,1.7,56.0,45.0,53.5,44.7,1.9,1.42,2.0,6.0,0.0,0.0,0.0,0.0,34.0,10.0,1.0,2024-2025
Emmanuel Agbadou,Wolves,1410.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,31.0,2.0,3.0,0.0,0.8,0.8,0.2,1.1,7.0,2.0,0.12,0.2,0.2,276.0,299.0,466.0,501.0,107.0,181.0,0.3,-0.2,4.0,40.0,1.0,0.0,17.0,3.0,30.0,21.0,19.0,13.0,20.0,13.0,6.0,12.0,90.0,0.0,28.0,7.0,13.0,10.0,758.0,4.0,0.0,6.0,4.0,1.44,20.0,22.0,19.1,22.8,0.45,0.25,7.0,4.0,1.0,0.0,0.0,0.0,83.0,26.0,20.0,2024-2025
Enes Ünal,Bournemouth,345.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,12.0,22.0,2.0,0.0,2.7,2.7,0.4,3.1,20.0,7.0,0.14,-0.7,-0.7,40.0,52.0,17.0,28.0,0.0,1.0,0.3,0.6,4.0,4.0,4.0,0.0,9.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,95.0,26.0,12.0,1.0,91.0,3.0,1.0,17.0,13.0,1.65,6.0,3.0,7.8,6.3,0.52,-0.03,6.0,9.0,1.0,0.0,0.0,0.0,16.0,24.0,22.0,2024-2025
Enzo Fernández,Chelsea,2947.0,6.0,7.0,13.0,6.0,0.0,0.0,60.0,212.0,126.0,8.0,0.0,6.1,6.1,6.8,12.9,53.0,20.0,0.11,-0.1,-0.1,700.0,789.0,626.0,737.0,157.0,273.0,6.2,0.2,77.0,167.0,41.0,7.0,147.0,16.0,65.0,17.0,33.0,31.0,84.0,7.0,36.0,13.0,23.0,4.0,751.0,81.0,55.0,26.0,1211.0,55.0,9.0,29.0,28.0,1.75,56.0,37.0,57.7,38.1,0.2,0.43,52.0,54.0,2.0,0.0,0.0,0.0,156.0,14.0,29.0,2024-2025
Eric da Silva Moreira,Nott'ham Forest,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.5,0.0,0.0,0.1,0.3,-0.32,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Erling Haaland,Manchester City,2736.0,22.0,3.0,25.0,19.0,3.0,4.0,24.0,20.0,124.0,2.0,0.0,22.0,18.8,3.0,21.8,104.0,55.0,0.19,0.0,0.2,175.0,246.0,59.0,84.0,4.0,6.0,2.0,0.0,29.0,10.0,8.0,1.0,71.0,9.0,11.0,3.0,6.0,3.0,8.0,1.0,11.0,5.0,23.0,0.0,384.0,190.0,36.0,13.0,310.0,15.0,23.0,45.0,27.0,1.77,58.0,38.0,56.2,40.5,-0.39,-0.1,24.0,13.0,4.0,0.0,0.0,0.0,34.0,57.0,50.0,2024-2025
Ethan Nwaneri,Arsenal,895.0,4.0,2.0,6.0,4.0,0.0,0.0,46.0,33.0,113.0,1.0,0.0,1.2,1.2,1.2,2.4,24.0,9.0,0.05,2.8,2.8,216.0,234.0,93.0,121.0,19.0,37.0,1.8,0.8,16.0,17.0,16.0,6.0,29.0,3.0,11.0,4.0,7.0,7.0,21.0,2.0,6.0,2.0,4.0,1.0,339.0,44.0,62.0,37.0,365.0,25.0,17.0,23.0,17.0,1.85,16.0,4.0,14.5,5.4,0.39,0.33,9.0,5.0,6.0,0.0,0.0,0.0,34.0,4.0,8.0,2024-2025
Ethan Pinnock,Brentford,1913.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,41.0,9.0,2.0,0.0,1.1,1.1,1.2,2.3,10.0,6.0,0.11,0.9,0.9,360.0,382.0,472.0,528.0,84.0,145.0,0.7,-1.2,8.0,48.0,4.0,1.0,21.0,0.0,35.0,15.0,19.0,13.0,24.0,18.0,11.0,24.0,142.0,4.0,109.0,24.0,9.0,3.0,633.0,4.0,0.0,2.0,4.0,1.5,40.0,35.0,31.4,33.9,0.0,-0.47,8.0,4.0,0.0,0.0,1.0,1.0,50.0,63.0,43.0,2024-2025
Evan Ferguson,West Ham,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,0.6,0.6,0.3,0.9,7.0,2.0,0.08,0.5,0.5,31.0,36.0,8.0,11.0,1.0,4.0,0.4,-0.4,3.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,2.0,5.0,1.0,2.0,0.0,4.0,0.0,26.0,9.0,2.0,1.0,42.0,1.0,2.0,5.0,6.0,0.92,4.0,7.0,2.9,4.8,-1.38,-0.88,3.0,1.0,0.0,0.0,0.0,0.0,10.0,4.0,9.0,2024-2025
Evanilson,Bournemouth,2319.0,10.0,1.0,11.0,10.0,0.0,1.0,29.0,28.0,99.0,1.0,0.0,12.5,11.7,1.9,13.6,72.0,31.0,0.16,-2.5,-1.7,154.0,202.0,54.0,72.0,11.0,16.0,1.8,-0.9,26.0,14.0,6.0,0.0,61.0,8.0,16.0,6.0,10.0,8.0,12.0,2.0,9.0,1.0,21.0,0.0,299.0,127.0,21.0,7.0,333.0,18.0,15.0,38.0,24.0,1.45,34.0,29.0,44.1,26.6,-0.38,0.84,37.0,53.0,20.0,5.0,0.0,0.0,67.0,42.0,62.0,2024-2025
Ezri Konsa,Aston Villa,2936.0,2.0,0.0,2.0,2.0,0.0,0.0,24.0,90.0,11.0,1.0,0.0,1.3,1.3,0.4,1.7,11.0,5.0,0.12,0.7,0.7,669.0,692.0,807.0,844.0,62.0,95.0,0.6,-0.4,6.0,106.0,2.0,0.0,24.0,3.0,34.0,20.0,18.0,20.0,25.0,11.0,9.0,24.0,114.0,4.0,107.0,22.0,18.0,8.0,1132.0,15.0,2.0,17.0,10.0,1.76,48.0,45.0,46.5,43.4,-0.65,-0.43,9.0,47.0,1.0,0.0,0.0,0.0,97.0,31.0,23.0,2024-2025
Fabian Schär,Newcastle Utd,2934.0,4.0,0.0,4.0,4.0,0.0,0.0,18.0,118.0,22.0,9.0,0.0,3.7,3.7,0.4,4.1,40.0,11.0,0.09,0.3,0.3,577.0,625.0,877.0,944.0,191.0,373.0,1.0,-0.4,5.0,161.0,13.0,0.0,37.0,4.0,36.0,16.0,21.0,14.0,35.0,25.0,13.0,45.0,138.0,3.0,162.0,42.0,13.0,8.0,1438.0,27.0,2.0,12.0,6.0,1.65,58.0,42.0,55.0,36.9,-0.44,0.53,35.0,15.0,4.0,0.0,0.0,0.0,134.0,56.0,71.0,2024-2025
Fabio Carvalho,Brentford,455.0,2.0,1.0,3.0,2.0,0.0,0.0,9.0,17.0,23.0,1.0,0.0,2.5,2.5,0.7,3.2,12.0,5.0,0.21,-0.5,-0.5,78.0,94.0,32.0,45.0,7.0,18.0,0.6,0.3,4.0,11.0,5.0,1.0,10.0,1.0,13.0,4.0,9.0,6.0,13.0,1.0,5.0,3.0,2.0,0.0,113.0,22.0,14.0,2.0,137.0,3.0,0.0,13.0,8.0,1.47,9.0,14.0,6.5,11.2,-1.41,-1.17,5.0,10.0,1.0,0.0,0.0,0.0,30.0,2.0,6.0,2024-2025
Facundo Buonanotte,Leicester City,1523.0,5.0,2.0,7.0,5.0,0.0,0.0,39.0,54.0,74.0,8.0,0.0,3.9,3.9,3.1,7.0,36.0,12.0,0.11,1.1,1.1,236.0,276.0,150.0,182.0,35.0,74.0,2.3,-1.1,24.0,41.0,13.0,2.0,51.0,5.0,53.0,17.0,32.0,21.0,67.0,6.0,28.0,12.0,14.0,0.0,307.0,39.0,83.0,28.0,479.0,26.0,9.0,58.0,39.0,0.52,17.0,33.0,16.8,28.6,0.53,0.6,37.0,35.0,3.0,0.0,0.0,0.0,79.0,18.0,36.0,2024-2025
Federico Chiesa,Liverpool,108.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.3,0.3,0.2,0.5,5.0,2.0,0.07,-0.3,-0.3,17.0,18.0,6.0,8.0,2.0,2.0,0.2,-0.2,2.0,4.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,21.0,4.0,2.0,0.0,31.0,1.0,1.0,3.0,4.0,1.5,5.0,3.0,3.3,2.8,0.5,-0.74,3.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,2024-2025
Ferdi Kadioglu,Brighton,385.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,15.0,27.0,1.0,0.0,0.4,0.4,0.2,0.6,4.0,1.0,0.11,0.6,0.6,73.0,82.0,61.0,74.0,9.0,14.0,0.3,-0.2,5.0,10.0,9.0,4.0,13.0,2.0,10.0,4.0,6.0,6.0,15.0,2.0,0.0,8.0,17.0,0.0,72.0,9.0,7.0,3.0,124.0,0.0,0.0,6.0,2.0,1.33,5.0,8.0,5.2,9.3,-1.0,-1.2,5.0,3.0,1.0,0.0,0.0,0.0,14.0,3.0,1.0,2024-2025
Filip Jørgensen,Chelsea,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,64.0,64.0,79.0,81.0,11.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,1.5,12.0,9.0,14.0,8.8,-0.06,0.39,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2024-2025
Flynn Downes,Southampton,2151.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,66.0,29.0,12.0,0.0,0.6,0.6,1.1,1.7,10.0,3.0,0.06,0.4,0.4,577.0,620.0,352.0,382.0,37.0,53.0,1.4,-1.1,15.0,62.0,12.0,0.0,31.0,2.0,49.0,23.0,25.0,15.0,36.0,9.0,19.0,32.0,51.0,4.0,227.0,21.0,20.0,8.0,641.0,21.0,4.0,15.0,17.0,0.33,14.0,49.0,21.2,46.7,0.31,0.82,50.0,39.0,0.0,0.0,0.0,0.0,83.0,17.0,17.0,2024-2025
Frank Onyeka,Brentford,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.0,1.5,0.0,0.0,0.0,0.7,-0.24,-2.59,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Fraser Forster,Tottenham,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,54.0,55.0,86.0,90.0,23.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,1.0,113.0,0.0,0.0,1.0,0.0,0.71,14.0,15.0,11.1,16.0,-0.14,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-2025
