Player,Team,Minutes,Goals,Assists,Goals + Assists,Non Pen Goals,Pens Scored,Pens Attempted,Prog Carries,Prog Passes,Prog Passes Received,Yellows,Reds,xG,Non Pen xG,xAG,Non Pen xG + xA,Shots,Shots on Target,Non Pen xG per Shot,Goals minus xG,Non Pen Goals minus Non Pen xG,Short Pass,Short Pass Attempted,Medium Pass,Medium Pass Attempted,Long Pass,Long Pass Attempted,xA,Assists minus xAG,Key Passes,Pass into final third,Pass into Pen Area,Cross into Pen Area,Shot Creation Actions,Goal Creation Actions,Tackles,Tackles in Def 3rd,Tackles Won,Dribblers Tackled,Dribbles Challenged,Blocked Shots,Blocked Passes,Interceptions,Clearances,Errors,Touches in Attacking Third,Touches in Pen Area,Take Ons Attempted,Take Ons Won,Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Points Per Match,Goals whilst on Pitch,Goals Conceded whilst on Pitch,xG whilst on Pitch,xG Conceded whilst on Pitch,Net Goals On or Off Pitch per 90,Net xG On or Off Pitch per 90,Fouls Comitted,Fouls Drawn,Offsides,Penalties Won,Penalties Conceded,Own Goals,Recoveries,Aerial Duels Won,Aerial Duels Lost,year
Ryan Trevitt,Brentford,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-2025
Ryan Yates,Nott'ham Forest,1915.0,2.0,1.0,3.0,2.0,0.0,0.0,18.0,53.0,16.0,10.0,0.0,2.3,2.3,1.2,3.5,33.0,9.0,0.07,-0.3,-0.3,324.0,370.0,225.0,263.0,32.0,56.0,0.5,-0.2,18.0,48.0,4.0,0.0,38.0,3.0,42.0,24.0,21.0,17.0,37.0,10.0,28.0,26.0,61.0,1.0,266.0,41.0,18.0,9.0,424.0,18.0,1.0,24.0,18.0,1.69,25.0,27.0,24.2,27.2,-0.93,-0.11,53.0,49.0,7.0,0.0,0.0,0.0,104.0,45.0,30.0,2024-2025
Rúben Dias,Manchester City,2271.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,160.0,8.0,4.0,0.0,1.5,1.5,0.3,1.8,21.0,7.0,0.07,-1.5,-1.5,900.0,929.0,1118.0,1159.0,120.0,177.0,1.2,-0.3,5.0,222.0,12.0,0.0,26.0,1.0,17.0,7.0,11.0,7.0,13.0,20.0,3.0,20.0,71.0,4.0,307.0,26.0,3.0,2.0,1775.0,65.0,1.0,8.0,1.0,2.11,50.0,21.0,46.2,28.8,1.23,0.46,12.0,8.0,0.0,0.0,1.0,1.0,78.0,37.0,34.0,2024-2025
Sam Johnstone,Wolves,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,31.0,32.0,80.0,82.0,72.0,160.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.14,9.0,17.0,6.9,13.1,-0.92,-0.62,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,2024-2025
Sam Morsy,Ipswich Town,2751.0,1.0,1.0,2.0,1.0,0.0,0.0,22.0,120.0,13.0,10.0,0.0,0.4,0.4,1.2,1.6,13.0,3.0,0.03,0.6,0.6,637.0,686.0,502.0,546.0,79.0,139.0,1.5,-0.2,24.0,149.0,17.0,4.0,51.0,2.0,68.0,40.0,41.0,27.0,62.0,13.0,21.0,29.0,47.0,5.0,248.0,6.0,29.0,17.0,852.0,24.0,3.0,17.0,13.0,0.64,28.0,67.0,28.3,56.5,-0.33,0.44,48.0,27.0,0.0,0.0,1.0,1.0,157.0,18.0,24.0,2024-2025
Sammie Szmodics,Ipswich Town,992.0,4.0,0.0,4.0,4.0,0.0,0.0,16.0,19.0,47.0,2.0,0.0,3.4,3.4,0.2,3.6,21.0,12.0,0.16,0.6,0.6,72.0,82.0,54.0,65.0,15.0,29.0,0.5,-0.2,5.0,11.0,4.0,1.0,10.0,0.0,16.0,4.0,10.0,7.0,26.0,2.0,8.0,6.0,14.0,0.0,119.0,33.0,12.0,4.0,179.0,8.0,7.0,24.0,17.0,0.65,11.0,18.0,11.4,22.8,0.81,-0.03,9.0,8.0,8.0,0.0,1.0,0.0,42.0,6.0,11.0,2024-2025
Samuel Amo-Ameyaw,Southampton,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,0.02,0.0,0.0,6.0,6.0,2.0,3.0,0.0,0.0,0.1,-0.1,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,0.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.3,1.1,1.59,-1.14,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2024-2025
Samuel Edozie,Southampton,65.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,23.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,,0.0,0.0,19.0,21.0,6.0,7.0,0.0,3.0,0.2,-0.1,1.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,36.0,10.0,4.0,2.0,34.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,1.4,0.3,1.61,2.88,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-2025
Sander Berge,Fulham,2224.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,124.0,9.0,6.0,0.0,0.4,0.4,0.6,1.0,3.0,1.0,0.12,-0.4,-0.4,452.0,491.0,526.0,557.0,96.0,115.0,0.6,-0.6,18.0,116.0,5.0,0.0,48.0,2.0,50.0,23.0,30.0,27.0,39.0,8.0,19.0,21.0,38.0,1.0,217.0,14.0,20.0,11.0,804.0,25.0,2.0,15.0,16.0,1.48,33.0,35.0,29.9,30.2,-0.23,-0.18,31.0,10.0,0.0,0.0,0.0,0.0,126.0,28.0,22.0,2024-2025
Sandro Tonali,Newcastle Utd,2630.0,4.0,2.0,6.0,4.0,0.0,0.0,37.0,128.0,53.0,5.0,0.0,4.4,4.4,2.2,6.6,35.0,12.0,0.13,-0.4,-0.4,672.0,745.0,468.0,537.0,99.0,157.0,2.8,-0.2,28.0,104.0,30.0,5.0,78.0,9.0,51.0,22.0,32.0,25.0,51.0,11.0,23.0,34.0,33.0,2.0,450.0,45.0,37.0,20.0,979.0,40.0,6.0,30.0,23.0,1.72,55.0,34.0,50.7,32.8,0.72,0.56,37.0,49.0,2.0,1.0,0.0,0.0,177.0,12.0,12.0,2024-2025
Santiago Bueno,Wolves,1687.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,1.0,2.0,0.0,0.4,0.4,0.0,0.4,6.0,3.0,0.07,-0.4,-0.4,260.0,281.0,417.0,444.0,51.0,91.0,0.1,0.0,0.0,24.0,2.0,0.0,12.0,4.0,41.0,22.0,21.0,17.0,22.0,21.0,15.0,15.0,70.0,0.0,21.0,6.0,4.0,0.0,555.0,2.0,0.0,2.0,2.0,1.31,26.0,34.0,22.5,29.2,-0.06,0.05,26.0,5.0,0.0,0.0,0.0,0.0,43.0,35.0,31.0,2024-2025
Saša Lukić,Fulham,2344.0,0.0,2.0,2.0,0.0,0.0,0.0,39.0,98.0,33.0,12.0,0.0,1.2,1.2,2.7,3.9,18.0,2.0,0.06,-1.2,-1.2,519.0,565.0,477.0,521.0,91.0,129.0,1.4,-0.7,26.0,104.0,17.0,7.0,55.0,4.0,68.0,22.0,39.0,23.0,55.0,7.0,13.0,28.0,35.0,1.0,331.0,21.0,17.0,8.0,825.0,40.0,4.0,23.0,8.0,1.37,37.0,37.0,32.5,32.5,0.0,-0.15,66.0,26.0,0.0,0.0,1.0,0.0,109.0,19.0,25.0,2024-2025
Scott McTominay,Manchester Utd,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.07,-0.1,-0.1,5.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,1.0,1.5,1.0,1.0,0.8,0.6,0.26,0.95,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2024-2025
Sean Longstaff,Newcastle Utd,798.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,22.0,2.0,0.0,0.6,0.6,0.2,0.8,6.0,1.0,0.1,-0.6,-0.6,161.0,185.0,111.0,120.0,15.0,22.0,0.2,-0.2,4.0,26.0,1.0,0.0,14.0,2.0,27.0,10.0,16.0,18.0,27.0,5.0,12.0,7.0,8.0,0.0,121.0,21.0,7.0,2.0,248.0,10.0,2.0,9.0,7.0,1.88,9.0,11.0,8.8,11.6,-1.02,-1.03,9.0,6.0,0.0,0.0,0.0,0.0,31.0,7.0,7.0,2024-2025
Sepp van den Berg,Brentford,2586.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,79.0,28.0,3.0,0.0,2.0,2.0,0.8,2.8,20.0,6.0,0.1,-2.0,-2.0,455.0,518.0,556.0,620.0,73.0,110.0,0.5,-0.8,6.0,64.0,3.0,1.0,22.0,2.0,39.0,25.0,24.0,19.0,29.0,38.0,14.0,21.0,134.0,3.0,169.0,48.0,7.0,4.0,737.0,10.0,1.0,15.0,7.0,1.55,54.0,49.0,47.8,43.8,-0.26,0.18,23.0,5.0,1.0,1.0,0.0,0.0,97.0,94.0,77.0,2024-2025
Sergio Reguilón,Tottenham,196.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,12.0,2.0,0.0,0.1,0.1,0.0,0.1,2.0,0.0,0.06,-0.1,-0.1,42.0,54.0,46.0,60.0,4.0,17.0,0.3,0.0,1.0,13.0,2.0,1.0,1.0,0.0,4.0,1.0,3.0,2.0,5.0,0.0,7.0,4.0,8.0,0.0,38.0,3.0,6.0,2.0,88.0,2.0,1.0,2.0,1.0,0.25,0.0,3.0,2.4,2.4,-1.43,0.11,2.0,6.0,0.0,0.0,0.0,0.0,14.0,5.0,2.0,2024-2025
Shumaira Mheuka,Chelsea,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.06,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,-0.55,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-2025
Simon Adingra,Brighton,1097.0,2.0,2.0,4.0,2.0,0.0,0.0,50.0,18.0,136.0,0.0,0.0,2.5,2.5,2.5,4.9,33.0,8.0,0.07,-0.5,-0.5,187.0,217.0,81.0,109.0,16.0,29.0,2.8,-0.5,16.0,5.0,17.0,6.0,47.0,7.0,23.0,10.0,14.0,10.0,26.0,0.0,12.0,8.0,6.0,2.0,315.0,76.0,50.0,21.0,366.0,21.0,27.0,39.0,12.0,1.59,18.0,23.0,18.2,19.0,-0.88,-0.27,13.0,4.0,4.0,0.0,0.0,0.0,47.0,7.0,4.0,2024-2025
Solly March,Brighton,168.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,20.0,2.0,0.0,0.1,0.1,0.3,0.4,2.0,0.0,0.04,-0.1,-0.1,35.0,40.0,16.0,28.0,7.0,18.0,0.3,-0.3,3.0,2.0,4.0,4.0,7.0,2.0,6.0,2.0,3.0,5.0,8.0,0.0,3.0,2.0,2.0,1.0,73.0,7.0,4.0,1.0,57.0,2.0,3.0,3.0,1.0,1.75,4.0,3.0,3.4,2.8,0.37,0.25,2.0,2.0,3.0,0.0,0.0,0.0,7.0,1.0,2.0,2024-2025
Son Heung-min,Tottenham,2110.0,7.0,9.0,16.0,6.0,1.0,2.0,96.0,111.0,265.0,1.0,0.0,7.2,5.7,8.2,13.9,55.0,24.0,0.11,-0.2,0.3,447.0,498.0,206.0,256.0,39.0,81.0,5.1,0.8,50.0,40.0,51.0,6.0,117.0,15.0,17.0,3.0,9.0,5.0,27.0,0.0,11.0,5.0,17.0,1.0,668.0,122.0,83.0,29.0,761.0,49.0,44.0,25.0,32.0,1.13,44.0,35.0,36.2,39.0,1.07,0.0,6.0,28.0,12.0,1.0,0.0,0.0,85.0,6.0,12.0,2024-2025
Stefan Ortega,Manchester City,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,102.0,105.0,190.0,196.0,79.0,154.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,323.0,0.0,0.0,0.0,0.0,1.69,23.0,18.0,19.1,19.0,-0.48,-0.78,1.0,2.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,2024-2025
Stephy Mavididi,Leicester City,1615.0,4.0,1.0,5.0,4.0,0.0,0.0,91.0,57.0,138.0,2.0,0.0,1.8,1.8,2.6,4.4,26.0,7.0,0.07,2.2,2.2,286.0,314.0,124.0,184.0,18.0,43.0,3.3,-1.6,22.0,32.0,26.0,7.0,50.0,7.0,34.0,16.0,19.0,14.0,42.0,2.0,24.0,11.0,15.0,0.0,421.0,61.0,95.0,35.0,583.0,40.0,27.0,39.0,35.0,0.5,18.0,38.0,17.9,36.1,0.23,0.04,18.0,18.0,3.0,0.0,0.0,0.0,83.0,9.0,15.0,2024-2025
Sven Botman,Newcastle Utd,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.5,0.5,0.5,1.1,5.0,2.0,0.12,-0.5,-0.5,93.0,107.0,103.0,107.0,15.0,21.0,0.2,-0.5,2.0,13.0,0.0,0.0,4.0,0.0,12.0,6.0,9.0,7.0,9.0,4.0,1.0,5.0,25.0,1.0,16.0,11.0,3.0,1.0,145.0,1.0,0.0,5.0,1.0,1.63,7.0,4.0,8.0,4.8,0.12,0.26,5.0,4.0,0.0,0.0,0.0,0.0,14.0,17.0,9.0,2024-2025
Sávio,Manchester City,1766.0,1.0,8.0,9.0,1.0,0.0,0.0,137.0,67.0,246.0,3.0,0.0,5.0,5.0,6.9,11.9,55.0,21.0,0.09,-4.0,-4.0,423.0,470.0,227.0,283.0,31.0,56.0,6.1,1.1,46.0,19.0,47.0,8.0,111.0,15.0,23.0,5.0,17.0,10.0,19.0,2.0,12.0,6.0,9.0,1.0,774.0,154.0,113.0,52.0,783.0,45.0,75.0,42.0,38.0,1.69,32.0,25.0,36.1,21.0,-0.79,0.49,17.0,28.0,3.0,2.0,0.0,0.0,79.0,1.0,2.0,2024-2025
Séamus Coleman,Everton,215.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,7.0,1.0,0.0,0.6,0.6,0.0,0.6,1.0,1.0,0.57,-0.6,-0.6,36.0,38.0,27.0,34.0,8.0,19.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,8.0,0.0,26.0,3.0,5.0,4.0,54.0,2.0,0.0,1.0,1.0,1.6,4.0,4.0,3.6,4.6,0.06,-0.33,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,2024-2025
Taiwo Awoniyi,Nott'ham Forest,416.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,7.0,20.0,0.0,0.0,2.1,2.1,0.1,2.2,10.0,4.0,0.21,-1.1,-1.1,42.0,59.0,14.0,25.0,1.0,5.0,0.1,-0.1,2.0,5.0,2.0,0.0,9.0,1.0,6.0,0.0,3.0,4.0,5.0,0.0,1.0,0.0,7.0,0.0,74.0,21.0,9.0,4.0,90.0,5.0,2.0,19.0,19.0,1.92,5.0,10.0,5.7,6.5,-1.59,-0.1,8.0,10.0,1.0,0.0,0.0,0.0,18.0,13.0,38.0,2024-2025
Takehiro Tomiyasu,Arsenal,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,0.18,-0.2,-0.2,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.6,0.0,11.96,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Tariq Lamptey,Brighton,860.0,2.0,2.0,4.0,2.0,0.0,0.0,32.0,14.0,45.0,0.0,0.0,0.4,0.4,0.8,1.2,6.0,2.0,0.06,1.6,1.6,185.0,199.0,128.0,162.0,19.0,40.0,0.8,1.2,5.0,12.0,6.0,5.0,17.0,3.0,17.0,8.0,11.0,9.0,25.0,7.0,8.0,7.0,23.0,1.0,154.0,11.0,31.0,10.0,292.0,17.0,3.0,11.0,5.0,1.4,14.0,21.0,13.3,14.8,-1.22,-0.35,15.0,10.0,0.0,0.0,1.0,0.0,39.0,1.0,14.0,2024-2025
Taylor Harwood-Bellis,Southampton,2825.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,125.0,9.0,9.0,0.0,1.8,1.8,1.0,2.8,20.0,8.0,0.09,-0.8,-0.8,683.0,739.0,1019.0,1113.0,174.0,272.0,0.7,-1.0,14.0,178.0,10.0,1.0,37.0,2.0,28.0,13.0,20.0,19.0,35.0,43.0,22.0,30.0,141.0,6.0,182.0,42.0,3.0,3.0,1433.0,27.0,0.0,16.0,5.0,0.35,20.0,65.0,26.1,66.8,0.84,0.42,35.0,14.0,0.0,0.0,0.0,0.0,123.0,63.0,49.0,2024-2025
Thiago,Brentford,175.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,0.0,0.06,-0.1,-0.1,20.0,28.0,13.0,16.0,3.0,5.0,0.0,-0.1,2.0,2.0,2.0,0.0,3.0,0.0,5.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,36.0,4.0,5.0,3.0,45.0,3.0,1.0,6.0,2.0,1.75,3.0,4.0,1.4,3.5,-0.79,-1.26,3.0,3.0,1.0,0.0,0.0,0.0,12.0,7.0,5.0,2024-2025
Thomas Partey,Arsenal,2797.0,4.0,2.0,6.0,4.0,0.0,0.0,36.0,185.0,48.0,4.0,0.0,2.3,2.3,2.1,4.3,26.0,9.0,0.09,1.7,1.7,874.0,942.0,682.0,767.0,91.0,143.0,2.6,-0.1,20.0,168.0,33.0,2.0,62.0,13.0,89.0,26.0,53.0,46.0,76.0,9.0,20.0,35.0,49.0,4.0,534.0,33.0,35.0,24.0,1256.0,42.0,3.0,24.0,17.0,1.91,52.0,30.0,43.7,30.3,-1.17,-1.31,45.0,31.0,1.0,0.0,0.0,0.0,138.0,28.0,27.0,2024-2025
Tim Iroegbunam,Everton,574.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,15.0,9.0,4.0,0.0,0.2,0.2,0.2,0.4,5.0,0.0,0.05,-0.2,-0.2,54.0,73.0,42.0,50.0,14.0,20.0,0.1,0.8,3.0,10.0,1.0,0.0,10.0,1.0,29.0,14.0,14.0,14.0,23.0,4.0,14.0,16.0,12.0,1.0,60.0,12.0,20.0,8.0,127.0,10.0,2.0,11.0,18.0,1.0,9.0,16.0,7.7,12.3,-1.26,-0.74,15.0,12.0,0.0,0.0,0.0,0.0,51.0,11.0,4.0,2024-2025
Timo Werner,Tottenham,516.0,0.0,3.0,3.0,0.0,0.0,0.0,42.0,30.0,89.0,0.0,0.0,1.0,1.0,2.5,3.5,8.0,3.0,0.12,-1.0,-1.0,80.0,97.0,61.0,86.0,7.0,18.0,1.5,0.5,10.0,3.0,15.0,2.0,18.0,3.0,6.0,3.0,4.0,3.0,13.0,1.0,9.0,1.0,7.0,0.0,203.0,33.0,19.0,10.0,215.0,24.0,18.0,14.0,6.0,0.83,10.0,12.0,11.3,11.5,-0.38,0.1,3.0,5.0,5.0,0.0,0.0,0.0,18.0,0.0,1.0,2024-2025
Timothy Castagne,Fulham,1649.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,62.0,67.0,1.0,0.0,0.4,0.4,1.2,1.6,8.0,3.0,0.05,-0.4,-0.4,397.0,442.0,328.0,382.0,37.0,75.0,0.6,-0.2,9.0,51.0,5.0,3.0,25.0,3.0,46.0,28.0,29.0,26.0,45.0,6.0,9.0,22.0,83.0,0.0,259.0,32.0,12.0,5.0,547.0,15.0,2.0,15.0,5.0,1.33,30.0,28.0,23.4,22.2,0.21,0.03,15.0,6.0,1.0,0.0,1.0,0.0,57.0,34.0,35.0,2024-2025
Toby Collyer,Manchester Utd,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.2,0.2,0.3,0.4,1.0,0.0,0.17,-0.2,-0.2,37.0,43.0,32.0,37.0,3.0,4.0,0.4,-0.3,2.0,3.0,1.0,0.0,5.0,0.0,12.0,6.0,9.0,5.0,6.0,1.0,1.0,2.0,3.0,0.0,25.0,3.0,2.0,1.0,68.0,0.0,0.0,11.0,1.0,1.67,6.0,2.0,5.2,3.1,2.4,1.18,2.0,4.0,0.0,0.0,0.0,0.0,17.0,3.0,1.0,2024-2025
Tom Cairney,Fulham,628.0,2.0,0.0,2.0,2.0,0.0,0.0,18.0,53.0,33.0,3.0,0.0,0.8,0.8,1.1,1.8,11.0,4.0,0.07,1.2,1.2,316.0,336.0,206.0,223.0,42.0,54.0,1.2,-1.1,11.0,53.0,7.0,3.0,33.0,3.0,13.0,5.0,5.0,4.0,7.0,1.0,6.0,4.0,3.0,1.0,223.0,18.0,13.0,5.0,456.0,17.0,4.0,6.0,4.0,1.2,15.0,12.0,10.3,9.7,0.53,0.05,8.0,19.0,0.0,0.0,0.0,0.0,52.0,5.0,9.0,2024-2025
Tom King,Wolves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.39,-8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-2025
Tommy Doyle,Wolves,488.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,40.0,4.0,1.0,0.0,0.6,0.6,0.5,1.1,9.0,2.0,0.06,-0.6,-0.6,112.0,119.0,138.0,155.0,61.0,93.0,0.3,0.5,7.0,44.0,3.0,0.0,17.0,3.0,11.0,6.0,6.0,6.0,15.0,5.0,6.0,5.0,11.0,1.0,80.0,4.0,9.0,5.0,260.0,3.0,0.0,9.0,4.0,0.96,7.0,10.0,6.9,10.3,-0.18,-0.3,5.0,5.0,0.0,0.0,0.0,0.0,43.0,1.0,6.0,2024-2025
Tomáš Souček,West Ham,2567.0,9.0,1.0,10.0,9.0,0.0,0.0,9.0,74.0,68.0,8.0,0.0,6.7,6.7,1.0,7.8,55.0,17.0,0.13,2.3,2.3,364.0,457.0,265.0,343.0,65.0,97.0,1.3,0.0,14.0,62.0,8.0,1.0,44.0,3.0,46.0,20.0,21.0,26.0,44.0,21.0,20.0,20.0,85.0,1.0,303.0,102.0,12.0,6.0,506.0,12.0,3.0,20.0,15.0,1.23,38.0,44.0,37.6,43.3,0.84,0.53,47.0,25.0,4.0,1.0,0.0,0.0,63.0,99.0,73.0,2024-2025
Tosin Adarabioyo,Chelsea,1409.0,1.0,1.0,2.0,1.0,0.0,0.0,5.0,42.0,1.0,4.0,0.0,0.9,0.9,0.2,1.2,13.0,2.0,0.07,0.1,0.1,406.0,425.0,603.0,636.0,66.0,109.0,0.2,0.8,1.0,62.0,1.0,0.0,15.0,1.0,17.0,11.0,13.0,8.0,12.0,7.0,2.0,11.0,80.0,0.0,27.0,14.0,6.0,4.0,777.0,2.0,0.0,4.0,0.0,1.86,28.0,14.0,30.8,19.3,0.58,0.34,8.0,9.0,1.0,0.0,0.0,0.0,41.0,42.0,28.0,2024-2025
Toti Gomes,Wolves,2614.0,0.0,1.0,1.0,0.0,0.0,0.0,27.0,86.0,18.0,7.0,0.0,0.7,0.7,0.9,1.7,7.0,2.0,0.1,-0.7,-0.7,677.0,734.0,674.0,733.0,89.0,171.0,0.6,0.1,9.0,87.0,6.0,3.0,21.0,1.0,61.0,42.0,43.0,37.0,46.0,17.0,12.0,25.0,152.0,5.0,108.0,17.0,32.0,20.0,1205.0,20.0,0.0,20.0,15.0,1.32,44.0,45.0,33.6,41.4,1.53,0.48,24.0,15.0,4.0,0.0,1.0,0.0,116.0,53.0,26.0,2024-2025
Trent Alexander-Arnold,Liverpool,2365.0,3.0,6.0,9.0,3.0,0.0,0.0,51.0,232.0,94.0,5.0,0.0,1.9,1.9,7.3,9.2,45.0,8.0,0.04,1.1,1.1,632.0,704.0,589.0,771.0,203.0,418.0,7.4,-1.3,52.0,207.0,65.0,20.0,98.0,10.0,72.0,44.0,50.0,49.0,105.0,9.0,17.0,31.0,55.0,4.0,660.0,44.0,37.0,17.0,1184.0,36.0,9.0,19.0,15.0,2.27,67.0,25.0,58.6,21.7,1.34,0.84,11.0,9.0,1.0,0.0,0.0,0.0,132.0,3.0,13.0,2024-2025
Trevoh Chalobah,Chelsea,910.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,37.0,2.0,2.0,0.0,0.8,0.8,1.2,2.0,7.0,2.0,0.11,-0.8,-0.8,267.0,281.0,300.0,314.0,38.0,72.0,0.3,-0.2,3.0,42.0,3.0,0.0,13.0,3.0,11.0,5.0,7.0,7.0,8.0,3.0,3.0,10.0,48.0,1.0,59.0,12.0,5.0,2.0,426.0,5.0,1.0,3.0,2.0,1.77,13.0,12.0,15.7,11.4,-0.62,-0.15,9.0,7.0,0.0,0.0,0.0,0.0,29.0,23.0,12.0,2024-2025
Tyler Adams,Bournemouth,1965.0,0.0,3.0,3.0,0.0,0.0,0.0,14.0,76.0,10.0,7.0,0.0,1.6,1.6,1.0,2.6,9.0,2.0,0.18,-1.6,-1.6,437.0,489.0,393.0,443.0,38.0,65.0,0.8,2.0,18.0,67.0,4.0,1.0,41.0,4.0,83.0,26.0,50.0,39.0,72.0,10.0,23.0,32.0,42.0,0.0,224.0,18.0,18.0,4.0,663.0,22.0,1.0,28.0,12.0,1.46,41.0,30.0,35.5,28.9,0.44,-0.25,45.0,21.0,0.0,0.0,1.0,0.0,114.0,31.0,18.0,2024-2025
